Date_Number,Begin_Date_Number,Begin_Time(UTC),Begin_Year,Begin_Month,Begin_Day,Begin_Time,Flare_Date_Number,Flare_Max(UTC),Flare_Month,Flare_Day,Flare_Time,Max_Date_Number,Max_Time(UTC),Max_Year,Max_Month,Max_Day,Max_Time,Flare_Level,>10MeV_Max(pfu),0000,0300,0600,0900,1200,1500,1800,2100,Kp_Sum,Kp_Class,Flare_Class,Proton_class
20240510,202405101335,2024 05/10 1335,2024,5,10,1335,202405100654.0,05/10 0654,5.0,10.0,654.0,202405101745.0,2024 05/10 1745,2024,5,10,1745.0,X3.9,208,0.0,0.0,0.0,0.0,2.67,0.0,0.0,0.0,2.67,0,3.0,2.0
20240511,202405110210,2024 05/11 0210,2024,5,11,210,202405110123.0,05/11 0123,5.0,11.0,123.0,202405110910.0,2024 05/11 0910,2024,5,11,910.0,X5.8,116,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5,3.0,2.0
20240608,202406080255,2024 06/08 0255,2024,6,8,255,202406080149.0,06/08 0149,6.0,8.0,149.0,202406080800.0,2024 06/08 0800,2024,6,8,800.0,M9.7,1030,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,0,2.0,3.0
20240723,202407230300,2024 07/23 0300,2024,7,23,300,,,,,,202407231040.0,2024 07/23 1040,2024,7,23,1040.0,,24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,,1.0
20240909,202409091640,2024 09/09 1640,2024,9,9,1640,202409090332.0,09/09 0332,9.0,9.0,332.0,202409092250.0,2024 09/09 2250,2024,9,9,2250.0,M1.0,34,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0,1.0,1.0
20240917,202409170735,2024 09/17 0735,2024,9,17,735,202409162357.0,09/16 2357,9.0,16.0,2357.0,202409171050.0,2024 09/17 1050,2024,9,17,1050.0,C9.6,33,0.0,0.0,5.33,0.0,0.0,0.0,0.0,0.0,5.33,1,0.0,1.0
20241009,202410090505,2024 10/09 0505,2024,10,9,505,202410090156.0,10/09 0156,10.0,9.0,156.0,202410101515.0,2024 10/10 1515,2024,10,10,1515.0,X1.8,1810,0.0,4.67,0.0,0.0,0.0,0.0,0.0,0.0,4.67,0,3.0,3.0
20241026,202410261910,2024 10/26 1910,2024,10,26,1910,202410260719.0,10/26 0719,10.0,26.0,719.0,202410280350.0,2024 10/28 0350,2024,10,28,350.0,X1.8,364,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0,3.0,2.0
20241121,202411211925,2024 11/21 1925,2024,11,21,1925,,,,,,202411220355.0,2024 11/22 0355,2024,11,22,355.0,,125,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0,,2.0
20250104,202501042235,2025 01/04 2235,2025,1,4,2235,202501041915.0,01/04 1915,1.0,4.0,1915.0,202501050055.0,2025 01/05 0055,2025,1,5,55.0,C7.6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,3.67,0,0.0,1.0
20250225,202502250020,2025 02/25 0020,2025,2,25,20,202502242302.0,02/24 2302,2.0,24.0,2302.0,202502250240.0,2025 02/25 0240,2025,2,25,240.0,M3.9,37,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0,1.0,1.0
